"REF_DATE","GEO","DGUID","Area of residence","Type of expenditures","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","Quebec","2016A000224","United States residents","Clothes and gifts","Dollars","81","thousands","3","v1139468693","6.2.3","43489","B","","","0"
"2018-07","Quebec","2016A000224","United States residents","Food and beverage","Dollars","81","thousands","3","v1139469018","6.2.4","197592","B","","","0"
"2018-07","Quebec","2016A000224","United States residents","Recreation and entertainment","Dollars","81","thousands","3","v1139469343","6.2.5","51258","B","","","0"
"2018-07","Quebec","2016A000224","United States residents","Transportation","Dollars","81","thousands","3","v1139469668","6.2.6","68672","B","","","0"
"2018-07","Quebec","2016A000224","United States residents","Other types of expenditures","Dollars","81","thousands","3","v1139469993","6.2.7","12626","D","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Total expenditures","Dollars","81","thousands","3","v1139468068","6.3.1","824188","A","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Accommodation","Dollars","81","thousands","3","v1139468393","6.3.2","317150","A","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Clothes and gifts","Dollars","81","thousands","3","v1139468718","6.3.3","104421","B","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Food and beverage","Dollars","81","thousands","3","v1139469043","6.3.4","192198","A","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Recreation and entertainment","Dollars","81","thousands","3","v1139469368","6.3.5","80999","A","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Transportation","Dollars","81","thousands","3","v1139469693","6.3.6","112712","A","","","0"
"2018-07","Quebec","2016A000224","Overseas residents","Other types of expenditures","Dollars","81","thousands","3","v1139470018","6.3.7","16708","B","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Total expenditures","Dollars","81","thousands","3","v1139468093","6.4.1","40818","C","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Accommodation","Dollars","81","thousands","3","v1139468418","6.4.2","18744","D","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Clothes and gifts","Dollars","81","thousands","3","v1139468743","6.4.3","3320","E","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Food and beverage","Dollars","81","thousands","3","v1139469068","6.4.4","9599","D","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Recreation and entertainment","Dollars","81","thousands","3","v1139469393","6.4.5","3472","D","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Transportation","Dollars","81","thousands","3","v1139469718","6.4.6","4568","D","","","0"
"2018-07","Quebec","2016A000224","United Kingdom","Other types of expenditures","Dollars","81","thousands","3","v1139470043","6.4.7","1115","D","","","0"
"2018-07","Quebec","2016A000224","China","Total expenditures","Dollars","81","thousands","3","v1139468118","6.5.1","50899","B","","","0"
"2018-07","Quebec","2016A000224","China","Accommodation","Dollars","81","thousands","3","v1139468443","6.5.2","18043","C","","","0"
"2018-07","Quebec","2016A000224","China","Clothes and gifts","Dollars","81","thousands","3","v1139468768","6.5.3","13117","C","","","0"
"2018-07","Quebec","2016A000224","China","Food and beverage","Dollars","81","thousands","3","v1139469093","6.5.4","9345","C","","","0"
"2018-07","Quebec","2016A000224","China","Recreation and entertainment","Dollars","81","thousands","3","v1139469418","6.5.5","3732","C","","","0"
"2018-07","Quebec","2016A000224","China","Transportation","Dollars","81","thousands","3","v1139469743","6.5.6","5051","C","","","0"
"2018-07","Quebec","2016A000224","China","Other types of expenditures","Dollars","81","thousands","3","v1139470068","6.5.7","1612","E","","","0"
"2018-07","Quebec","2016A000224","France","Total expenditures","Dollars","81","thousands","3","v1139468143","6.6.1","300827","A","","","0"
"2018-07","Quebec","2016A000224","France","Accommodation","Dollars","81","thousands","3","v1139468468","6.6.2","118642","B","","","0"
"2018-07","Quebec","2016A000224","France","Clothes and gifts","Dollars","81","thousands","3","v1139468793","6.6.3","28123","B","","","0"
"2018-07","Quebec","2016A000224","France","Food and beverage","Dollars","81","thousands","3","v1139469118","6.6.4","71900","B","","","0"
"2018-07","Quebec","2016A000224","France","Recreation and entertainment","Dollars","81","thousands","3","v1139469443","6.6.5","31576","B","","","0"
"2018-07","Quebec","2016A000224","France","Transportation","Dollars","81","thousands","3","v1139469768","6.6.6","47540","B","","","0"
"2018-07","Quebec","2016A000224","France","Other types of expenditures","Dollars","81","thousands","3","v1139470093","6.6.7","3046","E","","","0"
"2018-07","Quebec","2016A000224","Mexico","Total expenditures","Dollars","81","thousands","3","v1139468168","6.7.1","41571","B","","","0"
"2018-07","Quebec","2016A000224","Mexico","Accommodation","Dollars","81","thousands","3","v1139468493","6.7.2","13904","C","","","0"
"2018-07","Quebec","2016A000224","Mexico","Clothes and gifts","Dollars","81","thousands","3","v1139468818","6.7.3","5769","D","","","0"
"2018-07","Quebec","2016A000224","Mexico","Food and beverage","Dollars","81","thousands","3","v1139469143","6.7.4","11723","C","","","0"
"2018-07","Quebec","2016A000224","Mexico","Recreation and entertainment","Dollars","81","thousands","3","v1139469468","6.7.5","5136","C","","","0"
"2018-07","Quebec","2016A000224","Mexico","Transportation","Dollars","81","thousands","3","v1139469793","6.7.6","3675","D","","","0"
"2018-07","Quebec","2016A000224","Mexico","Other types of expenditures","Dollars","81","thousands","3","v1139470118","6.7.7","1364","D","","","0"
"2018-07","Quebec","2016A000224","India","Total expenditures","Dollars","81","thousands","3","v1139468193","6.8.1","13056","B","","","0"
"2018-07","Quebec","2016A000224","India","Accommodation","Dollars","81","thousands","3","v1139468518","6.8.2","5898","C","","","0"
"2018-07","Quebec","2016A000224","India","Clothes and gifts","Dollars","81","thousands","3","v1139468843","6.8.3","1503","C","","","0"
"2018-07","Quebec","2016A000224","India","Food and beverage","Dollars","81","thousands","3","v1139469168","6.8.4","1931","C","","","0"
"2018-07","Quebec","2016A000224","India","Recreation and entertainment","Dollars","81","thousands","3","v1139469493","6.8.5","1257","B","","","0"
"2018-07","Quebec","2016A000224","India","Transportation","Dollars","81","thousands","3","v1139469818","6.8.6","1757","C","","","0"
"2018-07","Quebec","2016A000224","India","Other types of expenditures","Dollars","81","thousands","3","v1139470143","6.8.7","710","B","","","0"
"2018-07","Quebec","2016A000224","Germany","Total expenditures","Dollars","81","thousands","3","v1139468218","6.9.1","55736","B","","","0"
"2018-07","Quebec","2016A000224","Germany","Accommodation","Dollars","81","thousands","3","v1139468543","6.9.2","25028","C","","","0"
"2018-07","Quebec","2016A000224","Germany","Clothes and gifts","Dollars","81","thousands","3","v1139468868","6.9.3","4091","D","","","0"
"2018-07","Quebec","2016A000224","Germany","Food and beverage","Dollars","81","thousands","3","v1139469193","6.9.4","12466","C","","","0"
"2018-07","Quebec","2016A000224","Germany","Recreation and entertainment","Dollars","81","thousands","3","v1139469518","6.9.5","3995","D","","","0"
"2018-07","Quebec","2016A000224","Germany","Transportation","Dollars","81","thousands","3","v1139469843","6.9.6","9255","B","","","0"
"2018-07","Quebec","2016A000224","Germany","Other types of expenditures","Dollars","81","thousands","3","v1139470168","6.9.7","902","C","","","0"
"2018-07","Quebec","2016A000224","Australia","Total expenditures","Dollars","81","thousands","3","v1139468243","6.10.1","32612","B","","","0"
"2018-07","Quebec","2016A000224","Australia","Accommodation","Dollars","81","thousands","3","v1139468568","6.10.2","14381","C","","","0"
"2018-07","Quebec","2016A000224","Australia","Clothes and gifts","Dollars","81","thousands","3","v1139468893","6.10.3","4336","C","","","0"
"2018-07","Quebec","2016A000224","Australia","Food and beverage","Dollars","81","thousands","3","v1139469218","6.10.4","5825","C","","","0"
"2018-07","Quebec","2016A000224","Australia","Recreation and entertainment","Dollars","81","thousands","3","v1139469543","6.10.5","3241","C","","","0"
"2018-07","Quebec","2016A000224","Australia","Transportation","Dollars","81","thousands","3","v1139469868","6.10.6","3944","D","","","0"
"2018-07","Quebec","2016A000224","Australia","Other types of expenditures","Dollars","81","thousands","3","v1139470193","6.10.7","884","C","","","0"
"2018-07","Quebec","2016A000224","South Korea","Total expenditures","Dollars","81","thousands","3","v1139468268","6.11.1","14802","B","","","0"
"2018-07","Quebec","2016A000224","South Korea","Accommodation","Dollars","81","thousands","3","v1139468593","6.11.2","6179","C","","","0"
"2018-07","Quebec","2016A000224","South Korea","Clothes and gifts","Dollars","81","thousands","3","v1139468918","6.11.3","2018","C","","","0"
"2018-07","Quebec","2016A000224","South Korea","Food and beverage","Dollars","81","thousands","3","v1139469243","6.11.4","2387","C","","","0"
"2018-07","Quebec","2016A000224","South Korea","Recreation and entertainment","Dollars","81","thousands","3","v1139469568","6.11.5","1769","C","","","0"
"2018-07","Quebec","2016A000224","South Korea","Transportation","Dollars","81","thousands","3","v1139469893","6.11.6","1709","E","","","0"
"2018-07","Quebec","2016A000224","South Korea","Other types of expenditures","Dollars","81","thousands","3","v1139470218","6.11.7","740","C","","","0"
"2018-07","Quebec","2016A000224","Japan","Total expenditures","Dollars","81","thousands","3","v1139468293","6.12.1","15126","B","","","0"
"2018-07","Quebec","2016A000224","Japan","Accommodation","Dollars","81","thousands","3","v1139468618","6.12.2","7118","D","","","0"
"2018-07","Quebec","2016A000224","Japan","Clothes and gifts","Dollars","81","thousands","3","v1139468943","6.12.3","1825","C","","","0"
"2018-07","Quebec","2016A000224","Japan","Food and beverage","Dollars","81","thousands","3","v1139469268","6.12.4","2261","D","","","0"
"2018-07","Quebec","2016A000224","Japan","Recreation and entertainment","Dollars","81","thousands","3","v1139469593","6.12.5","1820","D","","","0"
"2018-07","Quebec","2016A000224","Japan","Transportation","Dollars","81","thousands","3","v1139469918","6.12.6","1342","E","","","0"
"2018-07","Quebec","2016A000224","Japan","Other types of expenditures","Dollars","81","thousands","3","v1139470243","6.12.7","759","C","","","0"
"2018-07","Quebec","2016A000224","Other countries","Total expenditures","Dollars","81","thousands","3","v1139468318","6.13.1","258740","A","","","0"
"2018-07","Quebec","2016A000224","Other countries","Accommodation","Dollars","81","thousands","3","v1139468643","6.13.2","89212","B","","","0"
"2018-07","Quebec","2016A000224","Other countries","Clothes and gifts","Dollars","81","thousands","3","v1139468968","6.13.3","40319","B","","","0"
"2018-07","Quebec","2016A000224","Other countries","Food and beverage","Dollars","81","thousands","3","v1139469293","6.13.4","64761","B","","","0"
"2018-07","Quebec","2016A000224","Other countries","Recreation and entertainment","Dollars","81","thousands","3","v1139469618","6.13.5","25002","B","","","0"
"2018-07","Quebec","2016A000224","Other countries","Transportation","Dollars","81","thousands","3","v1139469943","6.13.6","33870","B","","","0"
"2018-07","Quebec","2016A000224","Other countries","Other types of expenditures","Dollars","81","thousands","3","v1139470268","6.13.7","5576","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Total expenditures","Dollars","81","thousands","3","v1139468019","7.1.1","293427","A","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Accommodation","Dollars","81","thousands","3","v1139468344","7.1.2","123916","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Clothes and gifts","Dollars","81","thousands","3","v1139468669","7.1.3","27543","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Food and beverage","Dollars","81","thousands","3","v1139468994","7.1.4","70121","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Recreation and entertainment","Dollars","81","thousands","3","v1139469319","7.1.5","27898","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Transportation","Dollars","81","thousands","3","v1139469644","7.1.6","38504","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Total, area of residence","Other types of expenditures","Dollars","81","thousands","3","v1139469969","7.1.7","5444","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Total expenditures","Dollars","81","thousands","3","v1139468044","7.2.1","130314","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Accommodation","Dollars","81","thousands","3","v1139468369","7.2.2","56412","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Clothes and gifts","Dollars","81","thousands","3","v1139468694","7.2.3","8453","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Food and beverage","Dollars","81","thousands","3","v1139469019","7.2.4","35824","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Recreation and entertainment","Dollars","81","thousands","3","v1139469344","7.2.5","11304","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Transportation","Dollars","81","thousands","3","v1139469669","7.2.6","16042","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United States residents","Other types of expenditures","Dollars","81","thousands","3","v1139469994","7.2.7","2279","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Total expenditures","Dollars","81","thousands","3","v1139468069","7.3.1","163113","A","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Accommodation","Dollars","81","thousands","3","v1139468394","7.3.2","67504","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Clothes and gifts","Dollars","81","thousands","3","v1139468719","7.3.3","19090","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Food and beverage","Dollars","81","thousands","3","v1139469044","7.3.4","34298","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Recreation and entertainment","Dollars","81","thousands","3","v1139469369","7.3.5","16594","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Transportation","Dollars","81","thousands","3","v1139469694","7.3.6","22462","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Overseas residents","Other types of expenditures","Dollars","81","thousands","3","v1139470019","7.3.7","3165","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Total expenditures","Dollars","81","thousands","3","v1139468094","7.4.1","8945","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Accommodation","Dollars","81","thousands","3","v1139468419","7.4.2","4203","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Clothes and gifts","Dollars","81","thousands","3","v1139468744","7.4.3","770","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Food and beverage","Dollars","81","thousands","3","v1139469069","7.4.4","1774","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Recreation and entertainment","Dollars","81","thousands","3","v1139469394","7.4.5","906","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Transportation","Dollars","81","thousands","3","v1139469719","7.4.6","1031","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","United Kingdom","Other types of expenditures","Dollars","81","thousands","3","v1139470044","7.4.7","261","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Total expenditures","Dollars","81","thousands","3","v1139468119","7.5.1","6147","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Accommodation","Dollars","81","thousands","3","v1139468444","7.5.2","2952","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Clothes and gifts","Dollars","81","thousands","3","v1139468769","7.5.3","948","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Food and beverage","Dollars","81","thousands","3","v1139469094","7.5.4","1048","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Recreation and entertainment","Dollars","81","thousands","3","v1139469419","7.5.5","400","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Transportation","Dollars","81","thousands","3","v1139469744","7.5.6","536","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","China","Other types of expenditures","Dollars","81","thousands","3","v1139470069","7.5.7","263","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Total expenditures","Dollars","81","thousands","3","v1139468144","7.6.1","69197","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Accommodation","Dollars","81","thousands","3","v1139468469","7.6.2","26037","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Clothes and gifts","Dollars","81","thousands","3","v1139468794","7.6.3","7666","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Food and beverage","Dollars","81","thousands","3","v1139469119","7.6.4","14883","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Recreation and entertainment","Dollars","81","thousands","3","v1139469444","7.6.5","7783","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Transportation","Dollars","81","thousands","3","v1139469769","7.6.6","12200","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","France","Other types of expenditures","Dollars","81","thousands","3","v1139470094","7.6.7","629","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Total expenditures","Dollars","81","thousands","3","v1139468169","7.7.1","9412","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Accommodation","Dollars","81","thousands","3","v1139468494","7.7.2","3930","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Clothes and gifts","Dollars","81","thousands","3","v1139468819","7.7.3","1445","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Food and beverage","Dollars","81","thousands","3","v1139469144","7.7.4","2064","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Recreation and entertainment","Dollars","81","thousands","3","v1139469469","7.7.5","866","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Transportation","Dollars","81","thousands","3","v1139469794","7.7.6","783","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Mexico","Other types of expenditures","Dollars","81","thousands","3","v1139470119","7.7.7","325","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Total expenditures","Dollars","81","thousands","3","v1139468194","7.8.1","1962","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Accommodation","Dollars","81","thousands","3","v1139468519","7.8.2","1148","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Clothes and gifts","Dollars","81","thousands","3","v1139468844","7.8.3","257","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Food and beverage","Dollars","81","thousands","3","v1139469169","7.8.4","109","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Recreation and entertainment","Dollars","81","thousands","3","v1139469494","7.8.5","200","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Transportation","Dollars","81","thousands","3","v1139469819","7.8.6","46","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","India","Other types of expenditures","Dollars","81","thousands","3","v1139470144","7.8.7","203","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Total expenditures","Dollars","81","thousands","3","v1139468219","7.9.1","10953","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Accommodation","Dollars","81","thousands","3","v1139468544","7.9.2","4359","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Clothes and gifts","Dollars","81","thousands","3","v1139468869","7.9.3","968","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Food and beverage","Dollars","81","thousands","3","v1139469194","7.9.4","2675","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Recreation and entertainment","Dollars","81","thousands","3","v1139469519","7.9.5","856","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Transportation","Dollars","81","thousands","3","v1139469844","7.9.6","1841","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Germany","Other types of expenditures","Dollars","81","thousands","3","v1139470169","7.9.7","253","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Total expenditures","Dollars","81","thousands","3","v1139468244","7.10.1","6122","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Accommodation","Dollars","81","thousands","3","v1139468569","7.10.2","2808","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Clothes and gifts","Dollars","81","thousands","3","v1139468894","7.10.3","866","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Food and beverage","Dollars","81","thousands","3","v1139469219","7.10.4","1008","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Recreation and entertainment","Dollars","81","thousands","3","v1139469544","7.10.5","751","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Transportation","Dollars","81","thousands","3","v1139469869","7.10.6","444","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Australia","Other types of expenditures","Dollars","81","thousands","3","v1139470194","7.10.7","245","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Total expenditures","Dollars","81","thousands","3","v1139468269","7.11.1","4069","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Accommodation","Dollars","81","thousands","3","v1139468594","7.11.2","2194","E","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Clothes and gifts","Dollars","81","thousands","3","v1139468919","7.11.3","577","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Food and beverage","Dollars","81","thousands","3","v1139469244","7.11.4","464","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Recreation and entertainment","Dollars","81","thousands","3","v1139469569","7.11.5","359","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Transportation","Dollars","81","thousands","3","v1139469894","7.11.6","252","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","South Korea","Other types of expenditures","Dollars","81","thousands","3","v1139470219","7.11.7","223","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Total expenditures","Dollars","81","thousands","3","v1139468294","7.12.1","3059","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Accommodation","Dollars","81","thousands","3","v1139468619","7.12.2","1785","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Clothes and gifts","Dollars","81","thousands","3","v1139468944","7.12.3","439","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Food and beverage","Dollars","81","thousands","3","v1139469269","7.12.4","305","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Recreation and entertainment","Dollars","81","thousands","3","v1139469594","7.12.5","221","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Transportation","Dollars","81","thousands","3","v1139469919","7.12.6","101","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Japan","Other types of expenditures","Dollars","81","thousands","3","v1139470244","7.12.7","209","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Total expenditures","Dollars","81","thousands","3","v1139468319","7.13.1","43246","B","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Accommodation","Dollars","81","thousands","3","v1139468644","7.13.2","18088","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Clothes and gifts","Dollars","81","thousands","3","v1139468969","7.13.3","5154","D","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Food and beverage","Dollars","81","thousands","3","v1139469294","7.13.4","9969","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Recreation and entertainment","Dollars","81","thousands","3","v1139469619","7.13.5","4252","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Transportation","Dollars","81","thousands","3","v1139469944","7.13.6","5228","C","","","0"
"2018-07","Quebec city, Quebec","2016A00052423027","Other countries","Other types of expenditures","Dollars","81","thousands","3","v1139470269","7.13.7","554","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Total expenditures","Dollars","81","thousands","3","v1139468020","8.1.1","807710","A","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Accommodation","Dollars","81","thousands","3","v1139468345","8.1.2","335935","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Clothes and gifts","Dollars","81","thousands","3","v1139468670","8.1.3","84369","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Food and beverage","Dollars","81","thousands","3","v1139468995","8.1.4","218763","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Recreation and entertainment","Dollars","81","thousands","3","v1139469320","8.1.5","67163","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Transportation","Dollars","81","thousands","3","v1139469645","8.1.6","84010","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Total, area of residence","Other types of expenditures","Dollars","81","thousands","3","v1139469970","8.1.7","17469","C","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Total expenditures","Dollars","81","thousands","3","v1139468045","8.2.1","406495","A","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Accommodation","Dollars","81","thousands","3","v1139468370","8.2.2","187410","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Clothes and gifts","Dollars","81","thousands","3","v1139468695","8.2.3","26381","C","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Food and beverage","Dollars","81","thousands","3","v1139469020","8.2.4","120462","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Recreation and entertainment","Dollars","81","thousands","3","v1139469345","8.2.5","30419","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Transportation","Dollars","81","thousands","3","v1139469670","8.2.6","33349","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United States residents","Other types of expenditures","Dollars","81","thousands","3","v1139469995","8.2.7","8474","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Total expenditures","Dollars","81","thousands","3","v1139468070","8.3.1","401215","A","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Accommodation","Dollars","81","thousands","3","v1139468395","8.3.2","148525","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Clothes and gifts","Dollars","81","thousands","3","v1139468720","8.3.3","57989","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Food and beverage","Dollars","81","thousands","3","v1139469045","8.3.4","98300","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Recreation and entertainment","Dollars","81","thousands","3","v1139469370","8.3.5","36744","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Transportation","Dollars","81","thousands","3","v1139469695","8.3.6","50662","B","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","Overseas residents","Other types of expenditures","Dollars","81","thousands","3","v1139470020","8.3.7","8995","C","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Total expenditures","Dollars","81","thousands","3","v1139468095","8.4.1","21132","D","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Accommodation","Dollars","81","thousands","3","v1139468420","8.4.2","9717","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Clothes and gifts","Dollars","81","thousands","3","v1139468745","8.4.3","1673","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Food and beverage","Dollars","81","thousands","3","v1139469070","8.4.4","5402","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Recreation and entertainment","Dollars","81","thousands","3","v1139469395","8.4.5","1623","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Transportation","Dollars","81","thousands","3","v1139469720","8.4.6","2166","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","United Kingdom","Other types of expenditures","Dollars","81","thousands","3","v1139470045","8.4.7","550","E","","","0"
"2018-07","Montreal, Quebec","2016A00052466023","China","Total expenditures","Dollars","81","thousands","3","v1139468120","8.5.1","36711","B","","","0"
